KIC	consensus	evol-1	evol-2	evol-3	evol-4	spectroscopic
6508804	RGB	RGB	RGB	RGB	RGB	RGB(S)
6508943	RC	RC	RC	RC	RC	RC(S)
6509721	RC	RC	RC	RC	U	RC(S)
6510447	RC	RC	RC	RC	RC	RC(S)
6515734	RGB	RGB	RGB	RGB	U	RGB(S)
6516242	RC	RC	RC	RC	RC	RC(S)
6521069	RGB	RGB	RGB	RGB	RGB	UpperRGB
6521522	RGB	RGB	RGB	RGB	RGB	RGB(S)
6521571	RGB	RGB	RGB	RGB	U	RGB(S)
6522182	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
6522571	RC	RC	RC	RC	RC	RC(S)
6525150	RC	RC	RC	RC	RC	RC(S)
6525916	RGB	RGB	RGB	RGB	RGB	RGB(S)
6526377	RC	RC	RC	RC	RC	RC(S)
6526417	RGB	RGB	RGB	RGB	RGB	RGB(S)
6526657	RC	RC	RGB	RC	RC	RC(S)
6528720	RC	RC	RC	RC	RC	RGB(S)
6528942	RC	RC	RC	RC	RC	RC(S)
6530065	2CL	RC	RC	2CL	2CL	RC(S)
6530242	RC	RC	RC	RC	RC	RC(S)
6531550	RC	RC	RC	RC	RC	RC(S)
6543282	RC	RC	RC	RC	RC	RC(S)
6546685	RGB	RGB	RGB	RGB	RGB	RGB(S)
6546755	2CL	RC	RC	2CL	2CL	RC(S)
6547007	RGB	RGB	RGB	RGB	RGB	RGB(S)
6547176	U	RC	RC	U	U	RC(S)
6548666	2CL	RC	RC	2CL	2CL	RC(S)
6549467	RGB	RGB	RGB	U	RGB	UpperRGB
6550823	RGB	RGB	RGB	RGB	RGB	RGB(S)
6551391	RGB	RGB	RC	RGB	RGB	RC(S)
6579495	RGB	RGB	RGB	RGB	RGB	RGB(S)
6579998	RC	RC	RGB	RC	RC	RC(S)
6580479	RC/U	U	RC	RC	U	RC(S)
6583850	RC	U	RC	RC	RC	RC(S)
6584091	RC	RC	RC	RC	RC	RC(S)
6584555	RGB	RGB	RC	RGB	RGB	RGB(S)
6585816	RGB	RGB	RGB	RGB	RGB	RGB(S)
6586554	RC/2CL	RC	RC	2CL	RGB	RC(S)
6587049	RC	RC	RC	RC	RC	RC(S)
6587245	RGB	RGB	RGB	RGB	RGB	RGB(S)
6587345	RC	RC	RC	RC	RC	RC(S)
6587665	RGB	RGB	RGB	RGB	RGB	RGB(S)
6587865	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
6590363	RGB	RGB	RGB	RGB	U	RGB(S)
6590381	U	U	RC	U	RGB	RC(S)
6590668	RGB	U	RGB	RGB	RGB	RGB(S)
6590675	RC/U	U	RC	RC	U	RC(S)
6590774	RGB	RGB	RGB	RGB	RGB	UpperRGB
6591027	RGB	RGB	RC	RGB	RGB	RGB(S)
6591336	RGB	RGB	RGB	RGB	RGB	RGB(S)
6591762	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
6592034	RGB	RGB	RGB	RGB	RGB	RGB(S)
6592627	RGB	RGB	RC	RGB	U	RGB(S)
6593240	RC	RC	RC	RC	RC	RC(S)
6593596	RC	RC	RC	RC	RC	RC(S)
6593623	U	RGB	RGB	RC	U	RGB(S)
6594505	RC	RC	RC	RC	RC	RC(S)
6595127	RC	RC	?	RC	RC	RGB(S)
6603506	RC	RC	RC	RC	RC	RC(S)
6604237	RGB	RGB	RGB	RGB	RGB	UpperRGB
6605929	U	U	RC	U	U	RC(S)
6606106	RC	RC	RC	RC	RC	RC(S)
6606428	RGB	RGB	RGB	U	RGB	UpperRGB
6606867	U	RGB	?	U	U	DWARF
6606904	RC	RC	RC	RC	RC	RC(S)
6609265	RGB	RGB	RGB	RGB	RGB	RGB(S)
6610188	U	U	RC	RGB	U	RGB(S)
6610354	RC/2CL	RC	RC	RC	2CL	RC(S)
6610828	RC	RC	RC	RC	RC	RC(S)
6611219	RGB	RGB	RGB	RGB	RGB	UpperRGB
6612102	RGB	RGB	RGB	RGB	RGB	RGB(S)
6612293	RGB	RGB	RGB	RGB	U	RGB(S)
6612644	RC	RC	RC	U	RC	RC(S)
6613293	RC	RC	RC	RC	RC	RC(S)
6613846	RGB	RGB	RGB	RGB	RGB	UpperRGB
6614040	U	check	RGB	U	RGB	UpperRGB
6614588	RC	RC	RC	RC	RC	RC(S)
6615133	RGB	RGB	RGB	RGB	RGB	UpperRGB
6615504	RGB	RGB	RGB	RGB	RGB	RGB(S)
6620507	RGB	RGB	RGB	RGB	RGB	RC(S)
6620987	RGB	RGB	RGB	RGB	RGB	RGB(S)
6628766	RC/2CL	RC	RC	2CL	RGB	RC(S)
6629205	RC	RC	RGB	RC	RC	RC(S)
6629315	RC	RC	RC	RC	RC	RC(S)
6630797	RGB	RGB	RGB	RGB	RGB	UpperRGB
6631489	RGB/AGB	U	RC	AGB	RGB	RC(S)
6632882	2CL	RC	RC	2CL	2CL	RC(S)
6633766	RGB	RGB	RC	RGB	RGB	RGB(S)
6634762	RC	RC	RC	RC	RC	RC(S)
6635892	RC	RC	RC	U	RC	RC(S)
6664431	2CL	RC	RC	2CL	2CL	RC(S)
6664533	RGB	RGB	RGB	RGB	RGB	RGB(S)
6664950	RC	RC	RGB	RC	RC	RC(S)
6665058	RGB	RGB	RGB	RGB	RGB	RGB(S)
6665526	RGB	RGB	RGB	RGB	U	RGB(S)
6666229	RGB	RGB	RGB	RGB	RGB	UpperRGB
6672662	RC	RC	RC	U	RC	RC(S)
6676597	RGB	RGB	RGB	RGB	RGB	RGB(S)
6676788	RC	RC	RC	RC	RC	RC(S)
6676885	RC	RC	RC	RC	RC	RC(S)
6677653	2CL	RC	RC	2CL	2CL	RC(S)
6678322	RC	RC	RC	RC	RGB	RC(S)
6678428	RC	RC	RC	RC	RC	RC(S)
6678432	RGB	RGB	RGB	RGB	RGB	RGB(S)
6678433	RGB	RGB	RC	RGB	RGB	RGB(S)
6678472	RGB	RGB	RGB	RGB	RGB	RGB(S)
6679278	RC	RC	RC	RC	RC	RC(S)
6679464	RGB	RGB	RGB	RGB	RGB	UpperRGB
6680386	RC	RC	RC	RC	RC	RC(S)
6680734	RGB	RGB	RGB	RGB	RGB	UpperRGB
6681414	RGB	RGB	RGB	RGB	RGB	RGB(S)
6681465	RC	RC	RC	RC	RC	RC(S)
6681565	RGB	RGB	RC	RGB	RGB	RGB(S)
6688318	RGB	RGB	RC	RGB	U	RC(S)
6688580	RC	RC	RC	RC	RC	RC(S)
6689398	RGB	RGB	RC	RGB	RGB	RGB(S)
6689517	RGB	RGB	RGB	RGB	RGB	RGB(S)
6690139	RGB	RGB	RGB	RGB	RGB	RGB(S)
6693329	RGB	RGB	RGB	RGB	RGB	UpperRGB
6695665	RC/2CL	RC	RC	2CL	RGB	RC(S)
6696387	RGB	RGB	RGB	RGB	RGB	RGB(S)
6696436	RGB	RGB	RGB	RGB	U	RGB(S)
6700106	RGB	RGB	RGB	RGB	RGB	RGB(S)
6700113	2CL	RC	RC	2CL	2CL	RC(S)
6700591	RC	RC	RC	RC	RC	RC(S)
6701023	RGB	RGB	RGB	RGB	RGB	RGB(S)
6701238	RC	RC	RC	RC	RC	RC(S)
6705642	RC	RC	RC	RC	RC	RC(S)
6706559	2CL	RC	RC	2CL	2CL	RC(S)
6706980	RGB	RGB	RGB	RGB	RGB	RGB(S)
6707195	RGB	RGB	RGB	RGB	RGB	RGB(S)
6707691	2CL	RC	RC	U	2CL	RC(S)
6708078	RGB	RGB	RGB	RGB	RGB	RGB(S)
6714282	U	RGB	RGB	U	U	UpperRGB
6717307	RC	U	RC	RC	RC	RC(S)
6718029	RC	RC	RC	RC	RC	RC(S)
6718509	RGB	RGB	RGB	RGB	RGB	UpperRGB
6720476	RC	RC	RC	RGB	RC	RC(S)
6721721	U	RC	RC	RGB	RGB	RC(S)
6751420	RGB	RGB	RC	RGB	RGB	RGB(S)
6751876	RC	RC	RC	RC	RC	RC(S)
6752116	RGB	RGB	RGB	RGB	RGB	RGB(S)
6755373	RGB	RGB	RGB	RGB	RGB	RGB(S)
6755830	RC	RC	RC	RC	RC	RC(S)
6755907	RGB	RGB	RGB	RC	RGB	RGB(S)
6755958	RGB	RGB	RGB	RGB	RGB	RC(S)
6756017	RC	RC	RC	RC	RC	RC(S)
6756579	RC/2CL	RC	RC	RC	2CL	RC(S)
6756648	2CL	RC	RC	2CL	2CL	RC(S)
6756908	RC	RC	RC	RC	U	RC(S)
6757332	RGB	RGB	RGB	RGB	RGB	RGB(S)
6757558	RGB	RGB	RGB	RGB	RGB	RGB(S)
6757928	2CL	RC	RC	2CL	2CL	RC(S)
6761256	RGB	RGB	RGB	RGB	RGB	UpperRGB
6761651	RGB	RGB	RGB	RGB	RGB	RGB(S)
6762022	RC	RC	RC	RC	RC	RC(S)
6762434	U	check	RC	RC	RGB	RC(S)
6762612	RC	RC	RC	RC	RC	RC(S)
6762849	RGB	RGB	RGB	RGB	RGB	UpperRGB
6763330	RC	RC	RC	RC	RC	RC(S)
6764026	RGB	RGB	RC	RGB	RGB	RGB(S)
6764229	RGB	RGB	RGB	RGB	RGB	RGB(S)
6764262	RGB	RGB	RGB	RGB	RGB	RGB(S)
6764361	U	U	RGB	U	U	RGB(S)
6764382	RGB	RGB	RGB	RGB	U	RGB(S)
6764685	RGB	RGB	RGB	RGB	RGB	RGB(S)
6765032	RGB	RGB	RGB	RGB	RGB	UpperRGB
6765408	RGB	RGB	RGB	RGB	RGB	RGB(S)
6766118	2CL	RC	RC	2CL	2CL	RC(S)
6766852	RGB	RGB	RGB	RGB	RGB	UpperRGB
6767249	RC	RC	RC	RC	RC	RC(S)
6767829	RGB	RGB	RGB	RGB	RGB	RGB(S)
6768042	U	RC	RC	RGB	RGB	RC(S)
6768319	RGB	RGB	RGB	RGB	RGB	RGB(S)
6768355	RC	RC	RC	RC	RC	RC(S)
6768448	RGB	RGB	RC	RGB	U	RC(S)
6768654	RGB	RGB	RGB	RGB	RGB	RGB(S)
6774693	RGB	RGB	RGB	RGB	RGB	RGB(S)
6775098	RGB	RGB	RGB	RGB	RGB	RGB(S)
6776396	RGB	RGB	RGB	RGB	RGB	RGB(S)
6777074	RGB	RGB	RGB	RGB	RGB	RGB(S)
6777790	RGB	RGB	RGB	RGB	RGB	RGB(S)
6777888	RC	RC	RC	RC	U	RC(S)
6777971	2CL	RC	RC	2CL	2CL	RC(S)
6779009	RC	RC	RC	RC	RC	RC(S)
6779699	RGB	RGB	RGB	RGB	RGB	RGB(S)
6780490	RC	RC	RC	RC	RC	RGB(S)
6781023	RGB	RGB	RGB	RGB	RGB	RGB(S)
6783217	U	RGB	RGB	RGB	U	RGB(S)
6783485	RC	RC	RC	RC	RC	RC(S)
6784377	2CL	RC	?	2CL	2CL	RC(S)
6785040	RGB	RGB	RGB	RGB	RGB	UpperRGB
6785523	RC	RC	RC	RC	RC	RC(S)
6786042	RC	RC	RC	RC	U	RC(S)
6786075	RGB	RGB	RGB	RGB	RGB	RGB(S)
6786177	RGB	RGB	RC	RGB	RGB	RGB(S)
6786398	2CL	RC	RC	2CL	2CL	RC(S)
6790382	RC	RC	RC	RC	RC	RC(S)
6790938	RC/2CL	RC	RC	RC	2CL	RC(S)
6791309	RC	RC	RGB	RC	RC	RC(S)
6791445	U	RGB	RC	RC	RGB	RGB(S)
6792689	RGB	RGB	RGB	RGB	U	UpperRGB
6804138	RC/2CL	RC	RC	2CL	RGB	RC(S)
6805631	RGB	RGB	RGB	RGB	U	RGB(S)
6836321	RC	RC	RC	RC	RC	RC(S)
6837256	RGB	RGB	RGB	RGB	U	RGB(S)
6837573	RGB	RGB	RGB	RGB	RGB	RGB(S)
6838375	RGB	RGB	RGB	RGB	RGB	RGB(S)
6838420	RGB	RGB	RGB	RGB	U	RGB(S)
6838707	RC	RC	RC	RC	RC	RC(S)
6841322	RGB	RGB	RGB	RGB	U	RGB(S)
6841449	RGB	RGB	RGB	RGB	RGB	RGB(S)
6842204	RGB	RGB	RGB	RGB	RGB	RGB(S)
6842824	RC/U	U	RC	RC	U	RC(S)
6842918	RC	RC	RC	RC	RC	RC(S)
6843557	RGB	RGB	RGB	RGB	U	RGB(S)
6843705	RGB	RGB	RGB	RGB	U	RGB(S)
6844293	RC	RC	RC	RC	RC	RC(S)
6844373	RGB	RGB	RC	RGB	RGB	RGB(S)
6847371	RGB/AGB	RGB	RC	AGB	RGB	RC(S)
6849148	RGB/AGB	U	RC	AGB	RGB	RC(S)
6849167	RC	RC	RC	RC	RC	RC(S)
6849932	RGB	RGB	RGB	RGB	RGB	UpperRGB
6850177	RGB	RGB	RGB	RGB	U	RGB(S)
6850417	RC	RC	RC	RC	RC	RC(S)
6851401	RC/2CL	RC	RC	2CL	U	RGB(S)
6851499	RGB	RGB	RGB	RGB	RGB	RGB(S)
6853127	RGB	RGB	RGB	RGB	RGB	RGB(S)
6853266	RC	RC	RC	RC	RC	RC(S)
6853465	RGB	U	RGB	RGB	RGB	RGB(S)
6853779	RGB	U	RGB	RGB	RGB	UpperRGB
6854095	RC	RC	RC	RC	RC	RC(S)
6854391	2CL	RC	RC	2CL	2CL	RC(S)
6859803	RGB	RGB	RGB	RGB	RGB	RGB(S)
6860004	RGB	RGB	RGB	RGB	U	RGB(S)
6860096	RC	RC	RC	RC	RC	RC(S)
6860649	RGB	RGB	RC	RGB	RGB	RGB(S)
6861403	RGB	RGB	RC	RGB	RGB	RGB(S)
6863017	RC	RC	RC	RC	RC	RC(S)
6863185	RGB	RGB	RC	RGB	RGB	RGB(S)
6863899	RGB	check	RGB	RGB	RGB	RGB(S)
6864995	RC	RC	RC	RC	RC	RC(S)
6865501	RGB	RGB	RC	RGB	U	RGB(S)
6866149	RC	RC	RC	RC	RC	RC(S)
6866587	RC	RC	RC	RC	RC	RC(S)
6869093	RC	RC	RC	RC	RC	RC(S)
6870779	RGB	RGB	RGB	RGB	RGB	RGB(S)
6871105	RGB	RGB	RGB	RGB	RGB	RGB(S)
6871472	RC	RC	RC	RC	RC	RC(S)
6871557	RGB	RGB	RGB	RGB	RGB	RGB(S)
6875474	RGB	check	RGB	RGB	RGB	RGB(S)
6875569	2CL	RC	RC	RGB	2CL	RC(S)
6876162	RGB	RGB	RC	RGB	RGB	RGB(S)
6877259	RC	RC	RC	U	RC	RC(S)
6877290	2CL	RC	RC	U	2CL	RC(S)
6878002	U	check	RC	RC	U	RC(S)
6878041	2CL	RC	RC	2CL	2CL	RC(S)
6878398	RC	RC	RC	RC	RC	RC(S)
6878403	RC	RC	RC	RC	RC	RC(S)
6878800	RGB	RGB	RGB	RGB	RGB	UpperRGB
6879830	RGB	RGB	RGB	RGB	RGB	RGB(S)
6887430	RGB	RGB	RGB	RGB	RGB	RGB(S)
6888638	RGB	RGB	RGB	U	RGB	UpperRGB
6888756	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
6890257	RGB	RGB	RGB	RGB	RGB	RGB(S)
6890433	RC/2CL	RC	RC	RC	2CL	RC(S)
6922899	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
6923677	2CL	RC	RC	2CL	2CL	RC(S)
6924105	RGB	check	RGB	RGB	RGB	RGB(S)
6925109	RGB	RGB	RGB	RGB	RGB	RGB(S)
6925158	RGB	RGB	RC	RGB	RGB	RGB(S)
6928997	RGB	RGB	RGB	RGB	RGB	RGB(S)
6929280	RC	RC	RC	RC	RC	RC(S)
6929729	RGB	RGB	RC	RGB	RGB	RGB(S)
6933666	RGB	RGB	RGB	RGB	U	RGB(S)
6934127	RC	RC	RC	RC	RC	RC(S)
6934572	U	RGB	RGB	U	U	UpperRGB
6934780	RC	RC	RC	RC	RC	RC(S)
6935260	RGB	RGB	RC	RGB	U	RGB(S)
6935850	RGB	RGB	RGB	RGB	U	UpperRGB
6936091	RGB	RGB	RGB	RGB	RGB	RGB(S)
6936796	RC	RC	RC	RGB	RC	RC(S)
6936990	RC	RC	RC	RC	RC	RC(S)
6937017	RGB	RGB	RGB	RGB	RGB	RGB(S)
6937257	RGB	RGB	RGB	RGB	RGB	RGB(S)
6938892	RC	RC	RC	RC	RC	RC(S)
6939158	RGB	RGB	RGB	RGB	U	RGB(S)
6939484	RGB	U	RGB	RGB	RGB	UpperRGB
6940048	RC	RC	RC	RC	RC	RC(S)
6940126	U	RGB	?	U	U	RGB(S)
6940380	RGB	RGB	RGB	RGB	RGB	RGB(S)
6945727	RC	RC	RC	RC	RC	RC(S)
6945941	RGB	RGB	RGB	RGB	RGB	RGB(S)
6946219	RGB	RGB	RGB	RGB	RGB	RGB(S)
6946519	RGB	U	RGB	RGB	RGB	RGB(S)
6947706	RGB	RGB	RGB	RGB	RGB	RGB(S)
6948001	RGB	RGB	RGB	RGB	RGB	RGB(S)
6949816	RGB	RGB	RGB	RGB	RGB	RGB(S)
6950753	RGB	RGB	RGB	RGB	RGB	RGB(S)
6950976	RGB	RGB	RGB	RGB	RGB	RGB(S)
6951680	RGB	RGB	RGB	RGB	RGB	RGB(S)
6951925	RC	RC	RC	RC	RC	RC(S)
6952140	RGB	RGB	RGB	RGB	RGB	UpperRGB
6952355	RGB	U	RGB	RGB	RGB	RGB(S)
6952430	RC	RC	RC	RC	RC	RC(S)
6952984	RGB	RGB	RC	RGB	RGB	RGB(S)
6953271	RGB	RGB	RGB	RGB	RGB	RGB(S)
6955215	RGB	RGB	RC	RGB	U	RC(S)
6955286	RC	RC	RC	RC	RC	RC(S)
6956481	RC/2CL	RC	RC	RC	2CL	RC(S)
6956582	RC	RC	RC	RC	RC	RC(S)
6956701	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
6957157	RC	RC	RC	RC	RC	RC(S)
6960601	2CL	RC	RC	2CL	2CL	RC(S)
6960978	RC/2CL	RC	RC	2CL	RGB	RC(S)
6961060	RC	RC	RC	RC	RC	RC(S)
6961071	RGB	U	RGB	RGB	RGB	RGB(S)
6961680	RC	RC	RC	RC	RC	RC(S)
6962291	RGB	RGB	RGB	RGB	RGB	RGB(S)
6963528	RGB	RGB	RGB	RGB	RGB	RGB(S)
6963897	RC	RC	RC	RC	RC	RC(S)
6964342	RGB	RGB	RC	RGB	U	RGB(S)
6965362	RGB	U	RGB	RGB	RGB	RGB(S)
6967600	RC	RC	RC	RC	RC	RGB(S)
6974745	RGB	RGB	RGB	RGB	RGB	RGB(S)
6975038	RGB	RGB	RC	RGB	RGB	RGB(S)
7006979	RC	RC	RC	RC	RC	RC(S)
7007173	U	U	RC	RGB	U	RC(S)
7008219	RC	RC	RC	RC	RC	RC(S)
7009245	RGB	RGB	RGB	RGB	RGB	RGB(S)
7014001	RC/U	U	RC	RC	U	RC(S)
7014894	2CL	RC	RC	2CL	2CL	RC(S)
7014958	RGB	RGB	RC	RGB	RGB	RGB(S)
7017044	RC	RC	RC	RC	RC	RC(S)
7018192	RC	RC	RC	RC	RC	RC(S)
7018252	RC	RC	RC	RC	U	RC(S)
7018515	RGB	check	RGB	RGB	RGB	RGB(S)
7019157	U	RGB	RGB	RC	U	RGB(S)
7019217	RGB	RGB	RGB	RGB	RGB	RGB(S)
7020371	RGB	check	RGB	RGB	RGB	UpperRGB
7020392	RC	RC	RC	RC	RC	RC(S)
7020972	RGB	RGB	RGB	RGB	RGB	UpperRGB
7021725	U	RGB	RGB	RGB	U	RGB(S)
7022581	RGB	RGB	RGB	RGB	RGB	RGB(S)
7024001	RGB	RGB	RC	RGB	RGB	RGB(S)
7024018	U	RGB	RC	U	U	RC(S)
7024649	RC	RC	RC	RC	RC	RC(S)
7025377	U	U	RC	U	RGB	RC(S)
7025568	RC/2CL	RC	RC	2CL	RGB	RC(S)
7025721	RC	RC	RC	RC	RC	RC(S)
7031016	RC	RC	RC	RC	RC	RC(S)
7032190	RC	RC	RC	RC	RC	RC(S)
7032312	RGB	RGB	RGB	RGB	RGB	RGB(S)
7033467	RGB	RGB	RGB	RGB	RGB	RGB(S)
7033518	2CL	RC	RC	2CL	2CL	RC(S)
7036099	RGB	RGB	RC	RGB	RGB	RGB(S)
7036151	RC	RC	RC	RC	RC	RC(S)
7039075	RC	RC	RC	RC	RC	RC(S)
7040879	RGB	RGB	RGB	RGB	RGB	RGB(S)
7041245	RGB	RGB	RGB	RGB	RGB	RGB(S)
7042040	RGB	RGB	RC	RGB	RGB	RGB(S)
7044886	RC/2CL	RC	RC	RC	2CL	RC(S)
7045489	RGB	RGB	RGB	RGB	RGB	UpperRGB
7045503	RGB	RGB	RGB	RGB	RGB	RGB(S)
7046960	U	U	RC	RC	RGB	RGB(S)
7048889	RGB	RGB	RGB	RGB	U	RGB(S)
7049306	RC	RC	RC	RC	U	RC(S)
7049467	RGB	RGB	RGB	RGB	RGB	RGB(S)
7053383	RGB	RGB	RGB	RGB	RGB	RGB(S)
7092067	RGB	RGB	RGB	RGB	RGB	RGB(S)
7092127	RGB	check	RGB	RGB	RGB	RGB(S)
7093179	RGB	RGB	RGB	RGB	U	RGB(S)
7097136	RC	RC	RC	RC	RC	RGB(S)
7098252	RC	RC	RC	RC	U	RC(S)
7098412	RGB	RGB	RGB	RGB	RGB	UpperRGB
7098510	RC	RC	RC	RC	RC	RC(S)
7100768	RC	RC	RC	RC	RC	RC(S)
7100888	RC	RC	RC	RC	RC	RC(S)
7100955	RGB	RGB	RGB	RGB	RGB	UpperRGB
7101244	RC	RC	RC	RC	RC	RC(S)
7102068	RGB	RGB	RGB	RGB	RGB	RGB(S)
7102491	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
7103182	RGB	RGB	RGB	RGB	RGB	RGB(S)
7103297	RC	RC	RC	RC	RC	RC(S)
7103666	RC	RC	RC	RC	RC	RC(S)
7104797	RGB	RGB	RGB	RGB	RGB	RGB(S)
7106052	RGB	RGB	RGB	RGB	RGB	RGB(S)
7107940	RGB/AGB	RGB	RGB	AGB	RGB	RGB(S)
7108501	RC/2CL	RC	RC	RC	2CL	RC(S)
7108536	RC	RC	RC	RC	RC	RC(S)
7108646	RC	RC	RC	U	RC	RGB(S)
7109064	2CL	RC	RC	2CL	2CL	RC(S)
7109084	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
7109120	RGB	RGB	RGB	RGB	RGB	RGB(S)
7115799	U	RGB	RC	RGB	U	RGB(S)
7117050	RC	RC	RC	RC	RC	RC(S)
7117362	RGB	RGB	RGB	RGB	RGB	RGB(S)
7118412	RC	RC	RC	RC	RC	RC(S)
7118721	2CL	RC	RC	2CL	2CL	RC(S)
7119181	RGB	RGB	RC	RGB	RGB	RGB(S)
7119694	RGB	RGB	RGB	RGB	RGB	RGB(S)
7119934	2CL	RC	RC	2CL	2CL	RC(S)
7121616	RGB	RGB	RGB	RGB	RGB	RGB(S)
7121674	RGB	RGB	RGB	RGB	RGB	RGB(S)
7122218	RGB	RGB	RGB	U	RGB	UpperRGB
7122640	RGB	RGB	RGB	RGB	RGB	RGB(S)
7122713	U	check	RC	RC	U	RC(S)
7122919	RGB	RGB	RGB	RGB	RGB	RGB(S)
7125921	RC	RC	RC	RC	RC	RC(S)
7128663	RGB	check	RC	RGB	RGB	RGB(S)
7128999	RC	RC	RC	RC	RC	RC(S)
7129766	RGB	RGB	RGB	RGB	RGB	RGB(S)
7132804	RGB/U	U	RGB	RGB	U	RC(S)
7135279	RGB	U	RGB	RGB	RGB	RGB(S)
7173885	RGB	RGB	RGB	RGB	RGB	RGB(S)
7174636	RGB	RGB	RGB	RGB	RGB	RGB(S)
7175826	RGB	RGB	RGB	RGB	RGB	RGB(S)
7176070	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
7177015	RGB	RGB	RGB	RGB	RGB	RGB(S)
7178170	RGB	RGB	RGB	RGB	RGB	RGB(S)
7183922	RGB	RGB	RGB	RGB	U	RGB(S)
7184978	RGB	RGB	RGB	RGB	U	RGB(S)
7185001	RGB	RGB	RGB	RGB	RGB	RGB(S)
7186274	RC	RC	RC	RC	RC	RC(S)
7186542	RGB	RGB	RC	RGB	U	RGB(S)
7186677	RGB	RGB	RGB	RGB	U	RGB(S)
7187059	RGB	RGB	RGB	RGB	RGB	RGB(S)
7188156	RGB	RGB	RGB	RGB	RGB	UpperRGB
7188323	RGB	RGB	RGB	RGB	RGB	RGB(S)
7188504	RC	RC	RGB	RC	RC	RC(S)
7188662	RGB	RGB	RGB	RGB	RGB	RGB(S)
7189418	RGB	RGB	RGB	RGB	RGB	RGB(S)
7189610	RC	RC	RC	RC	RC	RC(S)
7190047	RC	RC	RC	RC	RC	RC(S)
7190400	U	check	RC	RC	U	RGB(S)
7191496	RGB/AGB	RGB	?	AGB	RGB	UpperRGB
7191673	RC	RC	RC	RC	RC	RC(S)
7191945	RC/2CL	RC	RC	2CL	RGB	RC(S)
7198587	RGB	RGB	RC	RGB	RGB	RGB(S)
7200117	RGB	RGB	RGB	RGB	RGB	RGB(S)
7201600	RC	RC	RC	RC	RC	RGB(S)
7204026	RGB	RGB	RGB	RGB	RGB	RGB(S)
7204369	RGB	RGB	RGB	RGB	RGB	RGB(S)
7205067	U	RC	RC	U	RGB	RC(S)
7205397	RC	RC	RGB	RC	RC	RGB(S)
7206531	RC	RC	RC	RC	RC	RC(S)
7207251	RC/U	U	RC	RC	U	RC(S)
7211754	RGB/AGB	RGB	RGB	AGB	RGB	RGB(S)
7212057	RGB	RGB	RC	RGB	RGB	RGB(S)
7212114	RGB	RGB	RGB	RGB	RGB	RGB(S)
7213716	RGB	RGB	RGB	RGB	RGB	RGB(S)
7213942	RGB	U	RGB	RGB	RGB	UpperRGB
7215396	RGB	RGB	RGB	RGB	RGB	RGB(S)
7215938	RGB	U	RGB	RGB	RGB	RC(S)
7215997	RGB/AGB	RGB	RGB	AGB	RGB	RGB(S)
7217486	U	U	RC	RGB	U	RC(S)
7217665	2CL	RC	RC	2CL	2CL	RC(S)
7218915	RGB	RGB	RGB	RGB	RGB	RGB(S)
7255313	RGB	RGB	RGB	RGB	RGB	RGB(S)
7257193	RGB	RGB	RGB	RGB	RGB	UpperRGB
7258771	RGB	RGB	RGB	RGB	RGB	RGB(S)
7259237	RGB	RGB	RGB	RGB	RGB	RGB(S)
7259653	RGB	RGB	RGB	RGB	U	RGB(S)
7264736	RGB	RGB	RGB	RGB	RGB	RGB(S)
7265067	RGB	RGB	RGB	RGB	U	RC(S)
7265075	RC	RC	RC	RC	RC	RC(S)
7265189	RGB	check	RGB	RGB	RGB	RGB(S)
7265649	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
7265993	RGB	RGB	RGB	RGB	RGB	RGB(S)
7266176	U	?	?	U	U	RGB(S)
7266674	RC	RC	RC	RC	RC	RC(S)
7267119	RGB	RGB	RGB	RGB	RGB	RGB(S)
7267370	RC	RC	RC	RGB	RC	RC(S)
7267593	RGB	RGB	RGB	RGB	RGB	RGB(S)
7270142	RGB	RGB	RGB	RGB	RGB	RGB(S)
7270385	RGB	RGB	RGB	RGB	RGB	RGB(S)
7271514	RC	RC	RC	RC	RC	RC(S)
7271840	U	?	?	U	U	RGB(S)
7272257	RGB	RGB	RGB	RGB	RGB	RGB(S)
7273176	RC	RC	RC	RC	RC	RC(S)
7273426	RC	RC	RC	RC	RC	RC(S)
7273672	RGB	RGB	RGB	RGB	RGB	RGB(S)
7273965	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
7281777	RC	RC	RC	RC	RC	RC(S)
7283405	RGB	RGB	RC	RGB	RGB	RGB(S)
7285374	RC/2CL	RC	RC	2CL	RC	RC(S)
7285830	RC	RC	RC	RC	RC	RC(S)
7286739	RGB	RGB	RGB	RGB	RGB	UpperRGB
7288241	RGB	RGB	RGB	RGB	RGB	RGB(S)
7289277	RC	RC	RC	RC	RC	RC(S)
7293531	U	RC	RC	AGB	RGB	RC(S)
7293609	RC	RC	RC	RC	RC	RC(S)
7294715	RC	RC	RC	RC	RC	RC(S)
